K	delta	b	NashE	NashR	CS01	CS12	TS01	TS12	Coop01	Coop12
4	1	0.38	16.96	20	0	5.3	9.52	19.66	17.04	20
4	1	0.39	17.02	20	0	5.58	9.48	20	17.1	20
4	1	0.4	17.08	20	0	5.88	9.44	20	17.18	20
4	1	0.41	17.16	20	0	6.18	9.38	20	17.24	20
4	1	0.42	17.22	20	0	6.5	9.34	20	17.32	20
4	1	0.43	17.3	20	0	6.82	9.28	20	17.4	20
4	1	0.44	17.38	20	0	7.12	9.24	20	17.48	20
4	1	0.45	17.46	20	0	7.44	9.2	20	17.56	20
4	1	0.46	17.56	20	0	7.8	9.14	20	17.64	20
4	1	0.47	17.64	20	0	8.12	9.08	20	17.74	20
4	1	0.48	17.74	20	0	8.5	9.04	20	17.84	20
4	1	0.49	17.84	20	0	8.84	8.98	20	17.94	20
4	1	0.5	17.92	20	0	9.2	8.94	20	18.02	20
4	1	0.51	18.02	20	0	9.58	8.88	20	18.12	20
4	1	0.52	18.14	20	0	9.96	8.84	20	18.24	20
4	1	0.53	18.26	20	0	10.36	8.78	20	18.34	20
4	1	0.54	18.36	20	0	10.72	8.72	20	18.46	20
4	1	0.55	18.48	20	0	11.12	8.68	20	18.58	20
4	1	0.56	18.6	20	0	11.52	8.62	20	18.7	20
4	1	0.57	18.74	20	0	11.94	8.58	20	18.82	20
4	1	0.58	18.86	20	0	12.38	8.52	20	18.94	20
4	1	0.59	19	20	0	12.78	8.46	20	19.08	20
4	1	0.6	19.14	20	0	13.22	8.42	20	19.22	20
4	1	0.61	19.28	20	0	13.68	8.36	20	19.34	20
4	1	0.62	19.42	20	0	14.1	8.3	20	19.5	20
4	1	0.63	19.56	20	0	14.56	8.26	20	19.64	20
4	1	0.64	19.72	20	0	15.04	8.2	20	19.78	20
4	1	0.65	19.88	20	0	15.48	8.14	20	19.94	20
4	1	0.66	20	20	0	15.96	8.1	20	20	20
4	1	0.67	20	20	0	16.42	8.04	20	20	20
4	1	0.68	20	20	0	16.9	7.98	20	20	20
4	1	0.69	20	20	0	17.38	7.92	20	20	20
4	1	0.7	20	20	0	17.88	7.86	20	20	20
4	1	0.71	20	20	0	18.38	7.8	20	20	20
4	1	0.72	20	20	0	18.9	7.76	20	20	20
4	1	0.73	20	20	0	19.4	7.7	20	20	20
4	1	0.74	20	20	0	19.92	7.64	20	20	20
4	1	0.75	20	20	0	20	7.58	20	20	20
4	1	0.76	20	20	0	20	7.52	20	20	20
4	1	0.77	20	20	0	20	7.46	20	20	20
4	1	0.78	20	20	0	20	7.4	20	20	20
4	1	0.79	20	20	0	20	7.34	20	20	20
4	1	0.8	20	20	0	20	7.28	20	20	20
4	1	0.81	20	20	0	20	7.22	20	20	20
4	1	0.82	20	20	0	20	7.16	20	20	20
4	1	0.83	20	20	0	20	7.08	20	20	20
4	1	0.84	20	20	0	20	7.02	20	20	20
4	1	0.85	20	20	0	20	6.96	20	20	20
4	1	0.86	20	20	0	20	6.88	20	20	20
4	1	0.87	20	20	0	20	6.82	20	20	20
4	1	0.88	20	20	0	20	6.74	20	20	20
4	1	0.89	20	20	0	20	6.68	20	20	20
4	1	0.9	20	20	0	20	6.6	20	20	20
4	1	0.91	20	20	0	20	6.52	20	20	20
4	1	0.92	20	20	0	20	6.44	20	20	20
4	1	0.93	20	20	0	20	6.36	20	20	20
4	1	0.94	20	20	0	20	6.28	20	20	20
4	1	0.95	20	20	0	20	6.18	20	20	20
4	1	0.96	20	20	0	20	6.1	20	20	20
4	1	0.97	20	20	0	20	6	20	20	20
4	1	0.98	20	20	0	20	5.9	20	20	20
4	1	0.99	20	20	0	20	5.8	20	20	20
4	1	1	20	20	0	20	5.68	20	20	20
5	1	0	20	20	0	0	13.36	13.36	20	20
5	1	0.01	20	20	0	0	13.36	13.54	20	20
5	1	0.02	20	20	0	0	13.36	13.72	20	20
5	1	0.03	20	20	0	0.02	13.36	13.92	20	20
5	1	0.04	20	20	0	0.04	13.36	14.1	20	20
5	1	0.05	20	20	0	0.08	13.34	14.3	20	20
5	1	0.06	20	20	0	0.12	13.32	14.52	20	20
5	1	0.07	20	20	0	0.18	13.32	14.72	20	20
5	1	0.08	20	20	0	0.24	13.3	14.94	20	20
5	1	0.09	20	20	0	0.3	13.28	15.16	20	20
5	1	0.1	20	20	0	0.36	13.26	15.4	20	20
5	1	0.11	20	20	0	0.44	13.24	15.62	20	20
5	1	0.12	20	20	0	0.54	13.22	15.88	20	20
5	1	0.13	20	20	0	0.64	13.2	16.12	20	20
5	1	0.14	20	20	0	0.74	13.16	16.36	20	20
5	1	0.15	20	20	0	0.84	13.14	16.62	20	20
5	1	0.16	20	20	0	0.96	13.1	16.88	20	20
5	1	0.17	20	20	0	1.08	13.08	17.14	20	20
5	1	0.18	20	20	0	1.2	13.04	17.42	20	20
5	1	0.19	20	20	0	1.34	13.02	17.7	20	20
5	1	0.2	20	20	0	1.48	12.98	17.98	20	20
5	1	0.21	20	20	0	1.64	12.94	18.26	20	20
5	1	0.22	20	20	0	1.8	12.92	18.56	20	20
5	1	0.23	20	20	0	1.96	12.88	18.86	20	20
5	1	0.24	20	20	0	2.12	12.84	19.16	20	20
5	1	0.25	20	20	0	2.3	12.8	19.46	20	20
5	1	0.26	20	20	0	2.5	12.76	19.78	20	20
5	1	0.27	20	20	0	2.68	12.72	20	20	20
5	1	0.28	20	20	0	2.88	12.68	20	20	20
5	1	0.29	20	20	0	3.1	12.64	20	20	20
5	1	0.3	20	20	0	3.3	12.6	20	20	20
5	1	0.31	20	20	0	3.54	12.56	20	20	20
5	1	0.32	20	20	0	3.76	12.52	20	20	20
5	1	0.33	20	20	0	4	12.48	20	20	20
5	1	0.34	20	20	0	4.24	12.42	20	20	20
5	1	0.35	20	20	0	4.5	12.38	20	20	20
5	1	0.36	20	20	0	4.76	12.34	20	20	20
5	1	0.37	20	20	0	5.02	12.3	20	20	20
5	1	0.38	20	20	0	5.3	12.24	20	20	20
5	1	0.39	20	20	0	5.58	12.2	20	20	20
5	1	0.4	20	20	0	5.88	12.16	20	20	20
5	1	0.41	20	20	0	6.18	12.1	20	20	20
5	1	0.42	20	20	0	6.5	12.06	20	20	20
5	1	0.43	20	20	0	6.82	12.02	20	20	20
5	1	0.44	20	20	0	7.12	11.96	20	20	20
5	1	0.45	20	20	0	7.44	11.92	20	20	20
5	1	0.46	20	20	0	7.8	11.88	20	20	20
5	1	0.47	20	20	0	8.12	11.82	20	20	20
5	1	0.48	20	20	0	8.5	11.78	20	20	20
5	1	0.49	20	20	0	8.84	11.72	20	20	20
5	1	0.5	20	20	0	9.2	11.68	20	20	20
5	1	0.51	20	20	0	9.58	11.62	20	20	20
5	1	0.52	20	20	0	9.96	11.58	20	20	20
5	1	0.53	20	20	0	10.36	11.52	20	20	20
5	1	0.54	20	20	0	10.72	11.48	20	20	20
5	1	0.55	20	20	0	11.12	11.42	20	20	20
5	1	0.56	20	20	0	11.52	11.38	20	20	20
5	1	0.57	20	20	0	11.94	11.32	20	20	20
5	1	0.58	20	20	0	12.38	11.28	20	20	20
5	1	0.59	20	20	0	12.78	11.22	20	20	20
5	1	0.6	20	20	0	13.22	11.18	20	20	20
5	1	0.61	20	20	0	13.68	11.12	20	20	20
5	1	0.62	20	20	0	14.1	11.08	20	20	20
5	1	0.63	20	20	0	14.56	11.02	20	20	20
5	1	0.64	20	20	0	15.04	10.98	20	20	20
5	1	0.65	20	20	0	15.48	10.92	20	20	20
5	1	0.66	20	20	0	15.96	10.86	20	20	20
5	1	0.67	20	20	0	16.42	10.82	20	20	20
5	1	0.68	20	20	0	16.9	10.76	20	20	20
5	1	0.69	20	20	0	17.38	10.7	20	20	20
5	1	0.7	20	20	0	17.88	10.66	20	20	20
5	1	0.71	20	20	0	18.38	10.6	20	20	20
5	1	0.72	20	20	0	18.9	10.56	20	20	20
5	1	0.73	20	20	0	19.4	10.5	20	20	20
5	1	0.74	20	20	0	19.92	10.44	20	20	20
5	1	0.75	20	20	0	20	10.4	20	20	20
5	1	0.76	20	20	0	20	10.34	20	20	20
5	1	0.77	20	20	0	20	10.28	20	20	20
5	1	0.78	20	20	0	20	10.22	20	20	20
5	1	0.79	20	20	0	20	10.18	20	20	20
5	1	0.8	20	20	0	20	10.12	20	20	20
5	1	0.81	20	20	0	20	10.06	20	20	20
5	1	0.82	20	20	0	20	10	20	20	20
5	1	0.83	20	20	0	20	9.94	20	20	20
5	1	0.84	20	20	0	20	9.88	20	20	20
5	1	0.85	20	20	0	20	9.82	20	20	20
5	1	0.86	20	20	0	20	9.76	20	20	20
5	1	0.87	20	20	0	20	9.7	20	20	20
5	1	0.88	20	20	0	20	9.64	20	20	20
5	1	0.89	20	20	0	20	9.58	20	20	20
5	1	0.9	20	20	0	20	9.5	20	20	20
5	1	0.91	20	20	0	20	9.44	20	20	20
5	1	0.92	20	20	0	20	9.38	20	20	20
5	1	0.93	20	20	0	20	9.3	20	20	20
5	1	0.94	20	20	0	20	9.22	20	20	20
5	1	0.95	20	20	0	20	9.16	20	20	20
5	1	0.96	20	20	0	20	9.08	20	20	20
5	1	0.97	20	20	0	20	9	20	20	20
5	1	0.98	20	20	0	20	8.92	20	20	20
5	1	0.99	20	20	0	20	8.84	20	20	20
5	1	1	20	20	0	20	8.74	20	20	20
