K	delta	s	b	NashEh	NashRh	CS01h	CS12h	TS01h	TS12h	Coop01h	Coop12h
0	1	-0.5	0.93	10.44	4.46	0	20	0	7.94	0	0
0	1	-0.5	0.94	10.76	4.68	0	20	0	8.04	0	0
0	1	-0.5	0.95	11.18	4.9	0	20	0	8.16	0	0
0	1	-0.5	0.96	11.62	5.12	0	20	0	8.28	0	0
0	1	-0.5	0.97	12	5.36	0	20	0	8.38	0	0
0	1	-0.5	0.98	12.42	5.6	0	20	0	8.5	0	0
0	1	-0.5	0.99	12.92	5.86	0	20	0	8.6	0	0
0	1	-0.5	1	13.4	6.14	0	20	0	8.72	0	0
0	1	-1	0	0	0	0	0	0	0	0	0
0	1	-1	0.01	0	0	0	0	0	0	0	0
0	1	-1	0.02	0	0	0	0	0	0	0	0
0	1	-1	0.03	0	0	0	0.04	0	0	0	0
0	1	-1	0.04	0	0	0	0.04	0	0	0	0
0	1	-1	0.05	0	0	0	0.08	0	0.02	0	0
0	1	-1	0.06	0	0	0	0.12	0	0.04	0	0
0	1	-1	0.07	0	0	0	0.18	0	0.06	0	0
0	1	-1	0.08	0	0	0	0.24	0	0.08	0	0
0	1	-1	0.09	0	0	0	0.32	0	0.1	0	0
0	1	-1	0.1	0	0	0	0.36	0	0.12	0	0
0	1	-1	0.11	0.02	0	0	0.46	0	0.16	0	0
0	1	-1	0.12	0.02	0	0	0.54	0	0.18	0	0
0	1	-1	0.13	0.02	0	0	0.64	0	0.22	0	0
0	1	-1	0.14	0.04	0	0	0.74	0	0.24	0	0
0	1	-1	0.15	0.04	0	0	0.86	0	0.28	0	0
0	1	-1	0.16	0.06	0	0	0.96	0	0.32	0	0
0	1	-1	0.17	0.08	0	0	1.08	0	0.38	0	0
0	1	-1	0.18	0.1	0	0	1.2	0	0.42	0	0
0	1	-1	0.19	0.1	0	0	1.32	0	0.46	0	0
0	1	-1	0.2	0.12	0	0	1.48	0	0.52	0	0
0	1	-1	0.21	0.14	0	0	1.6	0	0.58	0	0
0	1	-1	0.22	0.16	0	0	1.74	0	0.64	0	0
0	1	-1	0.23	0.2	0	0	1.9	0	0.7	0	0
0	1	-1	0.24	0.22	0	0	2.06	0	0.76	0	0
0	1	-1	0.25	0.24	0.02	0	2.24	0	0.82	0	0
0	1	-1	0.26	0.28	0.02	0	2.4	0	0.88	0	0
0	1	-1	0.27	0.32	0.02	0	2.58	0	0.96	0	0
0	1	-1	0.28	0.34	0.02	0	2.78	0	1.02	0	0
0	1	-1	0.29	0.38	0.02	0	2.96	0	1.1	0	0
0	1	-1	0.3	0.42	0.04	0	3.16	0	1.18	0	0
0	1	-1	0.31	0.46	0.04	0	3.36	0	1.26	0	0
0	1	-1	0.32	0.5	0.04	0	3.56	0	1.34	0	0
0	1	-1	0.33	0.56	0.06	0	3.78	0	1.42	0	0
0	1	-1	0.34	0.6	0.06	0	4.02	0	1.5	0	0
0	1	-1	0.35	0.66	0.08	0	4.24	0	1.6	0	0
0	1	-1	0.36	0.72	0.08	0	4.48	0	1.68	0	0
0	1	-1	0.37	0.76	0.1	0	4.72	0	1.78	0	0
0	1	-1	0.38	0.84	0.1	0	4.98	0	1.86	0	0
0	1	-1	0.39	0.9	0.12	0	5.24	0	1.96	0	0
0	1	-1	0.4	0.96	0.14	0	5.5	0	2.06	0	0
0	1	-1	0.41	1.02	0.14	0	5.78	0	2.16	0	0
0	1	-1	0.42	1.1	0.16	0	6.06	0	2.26	0	0
0	1	-1	0.43	1.18	0.18	0	6.38	0	2.36	0	0
0	1	-1	0.44	1.26	0.2	0	6.64	0	2.46	0	0
0	1	-1	0.45	1.32	0.22	0	6.98	0	2.58	0	0
0	1	-1	0.46	1.42	0.24	0	7.28	0	2.68	0	0
0	1	-1	0.47	1.5	0.26	0	7.62	0	2.8	0	0
0	1	-1	0.48	1.58	0.3	0	7.96	0	2.92	0	0
0	1	-1	0.49	1.68	0.32	0	8.28	0	3.02	0	0
0	1	-1	0.5	1.78	0.36	0	8.64	0	3.14	0	0
0	1	-1	0.51	1.88	0.38	0	9.02	0	3.28	0	0
0	1	-1	0.52	1.98	0.42	0	9.42	0	3.4	0	0
0	1	-1	0.53	2.1	0.46	0	9.82	0	3.5	0	0
0	1	-1	0.54	2.2	0.5	0	10.22	0	3.64	0	0
0	1	-1	0.55	2.32	0.54	0	10.64	0	3.76	0	0
0	1	-1	0.56	2.44	0.58	0	11.04	0	3.9	0	0
0	1	-1	0.57	2.56	0.62	0	11.46	0	4.02	0	0
0	1	-1	0.58	2.68	0.68	0	11.92	0	4.16	0	0
0	1	-1	0.59	2.82	0.72	0	12.36	0	4.3	0	0
0	1	-1	0.6	2.94	0.78	0	12.82	0	4.42	0	0
0	1	-1	0.61	3.1	0.84	0	13.34	0	4.56	0	0
0	1	-1	0.62	3.24	0.9	0	13.9	0	4.7	0	0
0	1	-1	0.63	3.38	0.96	0	14.38	0	4.86	0	0
0	1	-1	0.64	3.54	1.04	0	14.86	0	5	0	0
0	1	-1	0.65	3.7	1.1	0	15.46	0	5.14	0	0
0	1	-1	0.66	3.86	1.18	0	16.08	0	5.28	0	0
0	1	-1	0.67	4.02	1.26	0	16.6	0	5.44	0	0
0	1	-1	0.68	4.2	1.34	0	17.2	0	5.58	0	0
0	1	-1	0.69	4.38	1.44	0	17.92	0	5.74	0	0
0	1	-1	0.7	4.56	1.52	0	18.46	0	5.88	0	0
0	1	-1	0.71	4.76	1.62	0	19.16	0	6.04	0	0
0	1	-1	0.72	4.94	1.72	0	19.9	0	6.2	0	0
0	1	-1	0.73	5.16	1.82	0	20	0	6.36	0	0
0	1	-1	0.74	5.36	1.92	0	20	0	6.52	0	0
0	1	-1	0.75	5.58	2.04	0	20	0	6.66	0	0
0	1	-1	0.76	5.8	2.16	0	20	0	6.82	0	0
0	1	-1	0.77	6.04	2.28	0	20	0	7	0	0
0	1	-1	0.78	6.26	2.4	0	20	0	7.16	0	0
0	1	-1	0.79	6.52	2.54	0	20	0	7.32	0	0
0	1	-1	0.8	6.76	2.68	0	20	0	7.48	0	0
0	1	-1	0.81	7.02	2.82	0	20	0	7.66	0	0
0	1	-1	0.82	7.3	2.98	0	20	0	7.8	0	0
0	1	-1	0.83	7.58	3.12	0	20	0	7.98	0	0
0	1	-1	0.84	7.84	3.3	0	20	0	8.14	0	0
0	1	-1	0.85	8.12	3.46	0	20	0	8.32	0	0
0	1	-1	0.86	8.44	3.64	0	20	0	8.48	0	0
0	1	-1	0.87	8.78	3.82	0	20	0	8.64	0	0
0	1	-1	0.88	9.1	4.02	0	20	0	8.82	0	0
0	1	-1	0.89	9.44	4.22	0	20	0	8.98	0	0
0	1	-1	0.9	9.78	4.42	0	20	0	9.16	0	0
0	1	-1	0.91	10.12	4.64	0	20	0	9.32	0	0
0	1	-1	0.92	10.48	4.88	0	20	0	9.5	0	0
0	1	-1	0.93	10.86	5.12	0	20	0	9.66	0	0
0	1	-1	0.94	11.26	5.36	0	20	0	9.84	0	0
0	1	-1	0.95	11.68	5.62	0	20	0	10	0	0
0	1	-1	0.96	12.1	5.88	0	20	0	10.18	0	0
0	1	-1	0.97	12.54	6.16	0	20	0	10.34	0	0
0	1	-1	0.98	13	6.46	0	20	0	10.5	0	0
0	1	-1	0.99	13.42	6.76	0	20	0	10.66	0	0
0	1	-1	1	13.9	7.08	0	20	0	10.84	0	0
0	1	-1.5	0	0	0	0	0	0	0	0	0
0	1	-1.5	0.01	0	0	0	0	0	0	0	0
0	1	-1.5	0.02	0	0	0	0	0	0	0	0
0	1	-1.5	0.03	0	0	0	0.02	0	0	0	0
0	1	-1.5	0.04	0	0	0	0.04	0	0	0	0
0	1	-1.5	0.05	0	0	0	0.08	0	0.02	0	0
0	1	-1.5	0.06	0	0	0	0.12	0	0.04	0	0
0	1	-1.5	0.07	0	0	0	0.18	0	0.06	0	0
0	1	-1.5	0.08	0	0	0	0.24	0	0.08	0	0
0	1	-1.5	0.09	0	0	0	0.3	0	0.1	0	0
0	1	-1.5	0.1	0	0	0	0.38	0	0.12	0	0
0	1	-1.5	0.11	0.02	0	0	0.46	0	0.16	0	0
0	1	-1.5	0.12	0.02	0	0	0.54	0	0.18	0	0
0	1	-1.5	0.13	0.02	0	0	0.64	0	0.22	0	0
0	1	-1.5	0.14	0.04	0	0	0.74	0	0.26	0	0
0	1	-1.5	0.15	0.06	0	0	0.84	0	0.3	0	0
0	1	-1.5	0.16	0.06	0	0	0.96	0	0.34	0	0
0	1	-1.5	0.17	0.08	0	0	1.08	0	0.38	0	0
0	1	-1.5	0.18	0.1	0	0	1.2	0	0.42	0	0
0	1	-1.5	0.19	0.1	0	0	1.34	0	0.48	0	0
0	1	-1.5	0.2	0.12	0	0	1.48	0	0.52	0	0
0	1	-1.5	0.21	0.14	0	0	1.62	0	0.58	0	0
0	1	-1.5	0.22	0.16	0	0	1.78	0	0.64	0	0
0	1	-1.5	0.23	0.2	0	0	1.94	0	0.7	0	0
0	1	-1.5	0.24	0.22	0	0	2.1	0	0.76	0	0
0	1	-1.5	0.25	0.24	0.02	0	2.26	0	0.82	0	0
0	1	-1.5	0.26	0.28	0.02	0	2.46	0	0.9	0	0
0	1	-1.5	0.27	0.32	0.02	0	2.62	0	0.96	0	0
0	1	-1.5	0.28	0.34	0.02	0	2.82	0	1.04	0	0
0	1	-1.5	0.29	0.38	0.02	0	3.02	0	1.12	0	0
0	1	-1.5	0.3	0.42	0.04	0	3.22	0	1.2	0	0
0	1	-1.5	0.31	0.46	0.04	0	3.42	0	1.28	0	0
0	1	-1.5	0.32	0.5	0.04	0	3.64	0	1.36	0	0
0	1	-1.5	0.33	0.56	0.06	0	3.86	0	1.46	0	0
0	1	-1.5	0.34	0.6	0.06	0	4.08	0	1.54	0	0
0	1	-1.5	0.35	0.66	0.08	0	4.34	0	1.64	0	0
0	1	-1.5	0.36	0.72	0.08	0	4.58	0	1.74	0	0
0	1	-1.5	0.37	0.78	0.1	0	4.82	0	1.82	0	0
0	1	-1.5	0.38	0.84	0.1	0	5.08	0	1.94	0	0
0	1	-1.5	0.39	0.9	0.12	0	5.34	0	2.04	0	0
0	1	-1.5	0.4	0.96	0.14	0	5.6	0	2.14	0	0
0	1	-1.5	0.41	1.04	0.14	0	5.9	0	2.24	0	0
0	1	-1.5	0.42	1.1	0.16	0	6.18	0	2.36	0	0
0	1	-1.5	0.43	1.18	0.18	0	6.48	0	2.48	0	0
0	1	-1.5	0.44	1.26	0.2	0	6.78	0	2.58	0	0
0	1	-1.5	0.45	1.34	0.22	0	7.08	0	2.72	0	0
0	1	-1.5	0.46	1.44	0.24	0	7.42	0	2.82	0	0
0	1	-1.5	0.47	1.52	0.26	0	7.74	0	2.96	0	0
0	1	-1.5	0.48	1.62	0.3	0	8.1	0	3.08	0	0
0	1	-1.5	0.49	1.7	0.32	0	8.42	0	3.2	0	0
0	1	-1.5	0.5	1.8	0.36	0	8.78	0	3.34	0	0
0	1	-1.5	0.51	1.92	0.38	0	9.16	0	3.48	0	0
0	1	-1.5	0.52	2.02	0.42	0	9.5	0	3.6	0	0
0	1	-1.5	0.53	2.14	0.46	0	9.92	0	3.74	0	0
0	1	-1.5	0.54	2.26	0.5	0	10.32	0	3.88	0	0
0	1	-1.5	0.55	2.36	0.54	0	10.74	0	4.02	0	0
0	1	-1.5	0.56	2.5	0.58	0	11.16	0	4.18	0	0
0	1	-1.5	0.57	2.62	0.62	0	11.6	0	4.32	0	0
0	1	-1.5	0.58	2.74	0.68	0	12.04	0	4.48	0	0
0	1	-1.5	0.59	2.88	0.74	0	12.5	0	4.64	0	0
0	1	-1.5	0.6	3.02	0.8	0	12.98	0	4.78	0	0
0	1	-1.5	0.61	3.18	0.86	0	13.46	0	4.94	0	0
0	1	-1.5	0.62	3.32	0.92	0	13.98	0	5.1	0	0
0	1	-1.5	0.63	3.48	0.98	0	14.46	0	5.28	0	0
0	1	-1.5	0.64	3.64	1.06	0	14.98	0	5.44	0	0
0	1	-1.5	0.65	3.8	1.14	0	15.5	0	5.6	0	0
0	1	-1.5	0.66	3.98	1.22	0	16.06	0	5.78	0	0
0	1	-1.5	0.67	4.14	1.3	0	16.7	0	5.94	0	0
0	1	-1.5	0.68	4.32	1.38	0	17.28	0	6.12	0	0
0	1	-1.5	0.69	4.52	1.48	0	17.86	0	6.32	0	0
0	1	-1.5	0.7	4.7	1.58	0	18.46	0	6.5	0	0
0	1	-1.5	0.71	4.9	1.68	0	19.18	0	6.68	0	0
0	1	-1.5	0.72	5.12	1.8	0	19.86	0	6.86	0	0
0	1	-1.5	0.73	5.32	1.9	0	20	0	7.06	0	0
0	1	-1.5	0.74	5.54	2.02	0	20	0	7.24	0	0
0	1	-1.5	0.75	5.76	2.14	0	20	0	7.44	0	0
0	1	-1.5	0.76	6	2.28	0	20	0	7.64	0	0
0	1	-1.5	0.77	6.22	2.42	0	20	0	7.84	0	0
0	1	-1.5	0.78	6.48	2.56	0	20	0	8.04	0	0
0	1	-1.5	0.79	6.72	2.7	0	20	0	8.24	0	0
0	1	-1.5	0.8	6.98	2.86	0	20	0	8.44	0	0
0	1	-1.5	0.81	7.26	3.02	0	20	0	8.64	0	0
0	1	-1.5	0.82	7.52	3.2	0	20	0	8.84	0	0
0	1	-1.5	0.83	7.82	3.38	0	20	0	9.06	0	0
0	1	-1.5	0.84	8.1	3.56	0	20	0	9.28	0	0
0	1	-1.5	0.85	8.42	3.76	0	20	0	9.48	0	0
0	1	-1.5	0.86	8.72	3.96	0	20	0	9.7	0	0
0	1	-1.5	0.87	9.04	4.16	0	20	0	9.9	0	0
0	1	-1.5	0.88	9.4	4.38	0	20	0	10.14	0	0
0	1	-1.5	0.89	9.72	4.6	0	20	0	10.36	0	0
0	1	-1.5	0.9	10.08	4.84	0	20	0	10.56	0	0
0	1	-1.5	0.91	10.46	5.1	0	20	0	10.78	0	0
0	1	-1.5	0.92	10.82	5.36	0	20	0	11.02	0	0
0	1	-1.5	0.93	11.2	5.62	0	20	0	11.24	0	0
0	1	-1.5	0.94	11.64	5.9	0	20	0	11.46	0	0
0	1	-1.5	0.95	12.06	6.2	0	20	0	11.7	0	0
0	1	-1.5	0.96	12.48	6.5	0	20	0	11.9	0	0
0	1	-1.5	0.97	12.9	6.82	0	20	0	12.12	0	0
0	1	-1.5	0.98	13.36	7.14	0	20	0	12.36	0	0
0	1	-1.5	0.99	13.86	7.48	0	20	0	12.58	0	0
0	1	-1.5	1	14.4	7.84	0	20	0	12.8	0	0
0	1	-2	0	0	0	0	0	0	0	0	0
0	1	-2	0.01	0	0	0	0	0	0	0	0
0	1	-2	0.02	0	0	0	0	0	0	0	0
0	1	-2	0.03	0	0	0	0.02	0	0	0	0
0	1	-2	0.04	0	0	0	0.04	0	0	0	0
0	1	-2	0.05	0	0	0	0.1	0	0.02	0	0
0	1	-2	0.06	0	0	0	0.12	0	0.04	0	0
0	1	-2	0.07	0	0	0	0.18	0	0.06	0	0
0	1	-2	0.08	0	0	0	0.24	0	0.08	0	0
0	1	-2	0.09	0	0	0	0.3	0	0.1	0	0
0	1	-2	0.1	0	0	0	0.38	0	0.12	0	0
0	1	-2	0.11	0.02	0	0	0.44	0	0.14	0	0
0	1	-2	0.12	0.02	0	0	0.56	0	0.18	0	0
0	1	-2	0.13	0.02	0	0	0.62	0	0.22	0	0
0	1	-2	0.14	0.04	0	0	0.74	0	0.26	0	0
0	1	-2	0.15	0.04	0	0	0.86	0	0.3	0	0
0	1	-2	0.16	0.06	0	0	0.96	0	0.34	0	0
0	1	-2	0.17	0.08	0	0	1.08	0	0.38	0	0
0	1	-2	0.18	0.1	0	0	1.22	0	0.42	0	0
0	1	-2	0.19	0.1	0	0	1.36	0	0.46	0	0
0	1	-2	0.2	0.12	0	0	1.5	0	0.52	0	0
0	1	-2	0.21	0.14	0	0	1.64	0	0.58	0	0
0	1	-2	0.22	0.16	0	0	1.8	0	0.64	0	0
0	1	-2	0.23	0.2	0	0	1.96	0	0.7	0	0
0	1	-2	0.24	0.22	0	0	2.12	0	0.76	0	0
0	1	-2	0.25	0.24	0.02	0	2.3	0	0.84	0	0
0	1	-2	0.26	0.28	0.02	0	2.48	0	0.9	0	0
0	1	-2	0.27	0.32	0.02	0	2.66	0	0.96	0	0
0	1	-2	0.28	0.34	0.02	0	2.86	0	1.04	0	0
0	1	-2	0.29	0.38	0.02	0	3.06	0	1.12	0	0
0	1	-2	0.3	0.42	0.04	0	3.26	0	1.2	0	0
0	1	-2	0.31	0.46	0.04	0	3.48	0	1.28	0	0
0	1	-2	0.32	0.52	0.04	0	3.7	0	1.38	0	0
0	1	-2	0.33	0.56	0.06	0	3.92	0	1.46	0	0
0	1	-2	0.34	0.6	0.06	0	4.16	0	1.56	0	0
0	1	-2	0.35	0.66	0.08	0	4.4	0	1.66	0	0
0	1	-2	0.36	0.72	0.08	0	4.66	0	1.76	0	0
0	1	-2	0.37	0.78	0.1	0	4.92	0	1.86	0	0
0	1	-2	0.38	0.84	0.1	0	5.18	0	1.96	0	0
0	1	-2	0.39	0.9	0.12	0	5.42	0	2.06	0	0
0	1	-2	0.4	0.96	0.14	0	5.7	0	2.18	0	0
0	1	-2	0.41	1.04	0.14	0	5.98	0	2.3	0	0
0	1	-2	0.42	1.1	0.16	0	6.3	0	2.42	0	0
0	1	-2	0.43	1.18	0.18	0	6.58	0	2.54	0	0
0	1	-2	0.44	1.26	0.2	0	6.88	0	2.66	0	0
0	1	-2	0.45	1.36	0.22	0	7.18	0	2.78	0	0
0	1	-2	0.46	1.44	0.24	0	7.52	0	2.92	0	0
0	1	-2	0.47	1.54	0.26	0	7.86	0	3.04	0	0
0	1	-2	0.48	1.62	0.3	0	8.18	0	3.18	0	0
0	1	-2	0.49	1.72	0.32	0	8.56	0	3.32	0	0
0	1	-2	0.5	1.82	0.36	0	8.92	0	3.46	0	0
0	1	-2	0.51	1.92	0.38	0	9.26	0	3.62	0	0
0	1	-2	0.52	2.04	0.42	0	9.66	0	3.76	0	0
0	1	-2	0.53	2.16	0.46	0	10.02	0	3.9	0	0
0	1	-2	0.54	2.26	0.5	0	10.46	0	4.06	0	0
0	1	-2	0.55	2.4	0.54	0	10.86	0	4.22	0	0
0	1	-2	0.56	2.52	0.58	0	11.24	0	4.38	0	0
0	1	-2	0.57	2.66	0.62	0	11.7	0	4.54	0	0
0	1	-2	0.58	2.78	0.68	0	12.18	0	4.7	0	0
0	1	-2	0.59	2.92	0.74	0	12.62	0	4.88	0	0
0	1	-2	0.6	3.06	0.8	0	13.1	0	5.06	0	0
0	1	-2	0.61	3.22	0.86	0	13.58	0	5.22	0	0
0	1	-2	0.62	3.38	0.92	0	14.06	0	5.4	0	0
0	1	-2	0.63	3.54	0.98	0	14.58	0	5.6	0	0
0	1	-2	0.64	3.7	1.06	0	15.1	0	5.78	0	0
0	1	-2	0.65	3.86	1.14	0	15.66	0	5.98	0	0
0	1	-2	0.66	4.04	1.22	0	16.22	0	6.16	0	0
0	1	-2	0.67	4.22	1.3	0	16.82	0	6.36	0	0
0	1	-2	0.68	4.4	1.4	0	17.4	0	6.58	0	0
0	1	-2	0.69	4.6	1.5	0	17.96	0	6.78	0	0
0	1	-2	0.7	4.78	1.6	0	18.58	0	6.98	0	0
0	1	-2	0.71	5	1.7	0	19.2	0	7.18	0	0
0	1	-2	0.72	5.2	1.82	0	19.92	0	7.4	0	0
0	1	-2	0.73	5.42	1.94	0	20	0	7.64	0	0
0	1	-2	0.74	5.64	2.06	0	20	0	7.84	0	0
0	1	-2	0.75	5.9	2.2	0	20	0	8.06	0	0
0	1	-2	0.76	6.12	2.34	0	20	0	8.3	0	0
0	1	-2	0.77	6.36	2.48	0	20	0	8.54	0	0
0	1	-2	0.78	6.62	2.64	0	20	0	8.76	0	0
0	1	-2	0.79	6.88	2.8	0	20	0	9	0	0
0	1	-2	0.8	7.16	2.96	0	20	0	9.24	0	0
0	1	-2	0.81	7.44	3.14	0	20	0	9.48	0	0
0	1	-2	0.82	7.72	3.34	0	20	0	9.72	0	0
0	1	-2	0.83	8	3.52	0	20	0	9.98	0	0
0	1	-2	0.84	8.3	3.72	0	20	0	10.22	0	0
0	1	-2	0.85	8.6	3.94	0	20	0	10.48	0	0
0	1	-2	0.86	8.94	4.16	0	20	0	10.74	0	0
0	1	-2	0.87	9.28	4.4	0	20	0	11.02	0	0
0	1	-2	0.88	9.62	4.64	0	20	0	11.28	0	0
0	1	-2	0.89	9.96	4.88	0	20	0	11.54	0	0
0	1	-2	0.9	10.36	5.14	0	20	0	11.82	0	0
0	1	-2	0.91	10.72	5.42	0	20	0	12.08	0	0
0	1	-2	0.92	11.12	5.7	0	20	0	12.34	0	0
0	1	-2	0.93	11.52	6	0	20	0	12.6	0	0
0	1	-2	0.94	11.94	6.3	0	20	0	12.88	0	0
0	1	-2	0.95	12.36	6.62	0	20	0	13.16	0	0
0	1	-2	0.96	12.8	6.96	0	20	0	13.44	0	0
0	1	-2	0.97	13.28	7.3	0	20	0	13.72	0	0
0	1	-2	0.98	13.76	7.66	0	20	0	13.98	0	0
0	1	-2	0.99	14.22	8.02	0	20	0	14.26	0	0
0	1	-2	1	14.78	8.42	0	20	0	14.54	0	0
0	1	-2.5	0	0	0	0	0	0	0	0	0
0	1	-2.5	0.01	0	0	0	0	0	0	0	0
0	1	-2.5	0.02	0	0	0	0	0	0	0	0
0	1	-2.5	0.03	0	0	0	0.02	0	0	0	0
0	1	-2.5	0.04	0	0	0	0.06	0	0.02	0	0
0	1	-2.5	0.05	0	0	0	0.08	0	0.02	0	0
0	1	-2.5	0.06	0	0	0	0.12	0	0.04	0	0
0	1	-2.5	0.07	0	0	0	0.18	0	0.06	0	0
0	1	-2.5	0.08	0	0	0	0.24	0	0.08	0	0
0	1	-2.5	0.09	0	0	0	0.28	0	0.1	0	0
0	1	-2.5	0.1	0	0	0	0.38	0	0.12	0	0
0	1	-2.5	0.11	0.02	0	0	0.46	0	0.16	0	0
0	1	-2.5	0.12	0.02	0	0	0.54	0	0.18	0	0
0	1	-2.5	0.13	0.04	0	0	0.64	0	0.22	0	0
0	1	-2.5	0.14	0.04	0	0	0.72	0	0.24	0	0
0	1	-2.5	0.15	0.04	0	0	0.84	0	0.28	0	0
0	1	-2.5	0.16	0.06	0	0	0.98	0	0.34	0	0
0	1	-2.5	0.17	0.08	0	0	1.08	0	0.38	0	0
0	1	-2.5	0.18	0.1	0	0	1.22	0	0.42	0	0
0	1	-2.5	0.19	0.12	0	0	1.36	0	0.48	0	0
0	1	-2.5	0.2	0.12	0	0	1.5	0	0.52	0	0
0	1	-2.5	0.21	0.14	0	0	1.64	0	0.58	0	0
0	1	-2.5	0.22	0.16	0	0	1.8	0	0.64	0	0
0	1	-2.5	0.23	0.2	0	0	1.98	0	0.7	0	0
0	1	-2.5	0.24	0.22	0	0	2.14	0	0.76	0	0
0	1	-2.5	0.25	0.24	0.02	0	2.3	0	0.82	0	0
0	1	-2.5	0.26	0.28	0.02	0	2.5	0	0.9	0	0
0	1	-2.5	0.27	0.3	0.02	0	2.68	0	0.96	0	0
0	1	-2.5	0.28	0.34	0.02	0	2.88	0	1.04	0	0
0	1	-2.5	0.29	0.38	0.02	0	3.1	0	1.12	0	0
0	1	-2.5	0.3	0.42	0.04	0	3.28	0	1.2	0	0
0	1	-2.5	0.31	0.46	0.04	0	3.5	0	1.3	0	0
0	1	-2.5	0.32	0.5	0.04	0	3.74	0	1.38	0	0
0	1	-2.5	0.33	0.56	0.06	0	3.96	0	1.48	0	0
0	1	-2.5	0.34	0.6	0.06	0	4.2	0	1.56	0	0
0	1	-2.5	0.35	0.66	0.08	0	4.44	0	1.66	0	0
0	1	-2.5	0.36	0.72	0.08	0	4.7	0	1.76	0	0
0	1	-2.5	0.37	0.78	0.1	0	4.94	0	1.86	0	0
0	1	-2.5	0.38	0.84	0.1	0	5.22	0	1.98	0	0
0	1	-2.5	0.39	0.9	0.12	0	5.48	0	2.08	0	0
0	1	-2.5	0.4	0.96	0.14	0	5.78	0	2.2	0	0
0	1	-2.5	0.41	1.04	0.14	0	6.04	0	2.32	0	0
0	1	-2.5	0.42	1.1	0.16	0	6.34	0	2.44	0	0
0	1	-2.5	0.43	1.18	0.18	0	6.68	0	2.56	0	0
0	1	-2.5	0.44	1.26	0.2	0	6.98	0	2.68	0	0
0	1	-2.5	0.45	1.36	0.22	0	7.28	0	2.82	0	0
0	1	-2.5	0.46	1.44	0.24	0	7.6	0	2.96	0	0
0	1	-2.5	0.47	1.52	0.26	0	7.96	0	3.1	0	0
0	1	-2.5	0.48	1.62	0.3	0	8.3	0	3.24	0	0
0	1	-2.5	0.49	1.72	0.32	0	8.66	0	3.38	0	0
0	1	-2.5	0.5	1.82	0.36	0	9	0	3.54	0	0
0	1	-2.5	0.51	1.94	0.38	0	9.36	0	3.7	0	0
0	1	-2.5	0.52	2.04	0.42	0	9.76	0	3.84	0	0
0	1	-2.5	0.53	2.16	0.46	0	10.14	0	4	0	0
0	1	-2.5	0.54	2.28	0.5	0	10.56	0	4.16	0	0
0	1	-2.5	0.55	2.4	0.54	0	10.96	0	4.34	0	0
0	1	-2.5	0.56	2.54	0.58	0	11.38	0	4.5	0	0
0	1	-2.5	0.57	2.66	0.62	0	11.82	0	4.68	0	0
0	1	-2.5	0.58	2.8	0.68	0	12.28	0	4.86	0	0
0	1	-2.5	0.59	2.94	0.74	0	12.72	0	5.06	0	0
0	1	-2.5	0.6	3.08	0.8	0	13.18	0	5.24	0	0
0	1	-2.5	0.61	3.24	0.86	0	13.7	0	5.44	0	0
0	1	-2.5	0.62	3.4	0.92	0	14.2	0	5.62	0	0
0	1	-2.5	0.63	3.56	0.98	0	14.72	0	5.82	0	0
0	1	-2.5	0.64	3.72	1.06	0	15.22	0	6.04	0	0
0	1	-2.5	0.65	3.9	1.14	0	15.76	0	6.24	0	0
0	1	-2.5	0.66	4.08	1.22	0	16.3	0	6.46	0	0
0	1	-2.5	0.67	4.26	1.3	0	16.86	0	6.68	0	0
0	1	-2.5	0.68	4.44	1.4	0	17.48	0	6.9	0	0
0	1	-2.5	0.69	4.64	1.5	0	18.08	0	7.12	0	0
0	1	-2.5	0.7	4.84	1.6	0	18.7	0	7.36	0	0
0	1	-2.5	0.71	5.06	1.72	0	19.36	0	7.58	0	0
0	1	-2.5	0.72	5.28	1.82	0	20	0	7.84	0	0
0	1	-2.5	0.73	5.5	1.94	0	20	0	8.06	0	0
0	1	-2.5	0.74	5.72	2.08	0	20	0	8.32	0	0
0	1	-2.5	0.75	5.96	2.22	0	20	0	8.58	0	0
0	1	-2.5	0.76	6.2	2.36	0	20	0	8.84	0	0
0	1	-2.5	0.77	6.46	2.52	0	20	0	9.08	0	0
0	1	-2.5	0.78	6.72	2.68	0	20	0	9.36	0	0
0	1	-2.5	0.79	6.98	2.84	0	20	0	9.62	0	0
0	1	-2.5	0.8	7.26	3.02	0	20	0	9.9	0	0
0	1	-2.5	0.81	7.54	3.2	0	20	0	10.18	0	0
0	1	-2.5	0.82	7.84	3.4	0	20	0	10.46	0	0
0	1	-2.5	0.83	8.14	3.6	0	20	0	10.72	0	0
0	1	-2.5	0.84	8.46	3.82	0	20	0	11.02	0	0
0	1	-2.5	0.85	8.78	4.04	0	20	0	11.32	0	0
0	1	-2.5	0.86	9.12	4.28	0	20	0	11.62	0	0
0	1	-2.5	0.87	9.46	4.54	0	20	0	11.92	0	0
0	1	-2.5	0.88	9.82	4.78	0	20	0	12.22	0	0
0	1	-2.5	0.89	10.2	5.06	0	20	0	12.52	0	0
0	1	-2.5	0.9	10.56	5.34	0	20	0	12.82	0	0
0	1	-2.5	0.91	10.96	5.62	0	20	0	13.12	0	0
0	1	-2.5	0.92	11.36	5.94	0	20	0	13.42	0	0
