K	delta	s	b	NashEh	NashRh	CS01h	CS12h	TS01h	TS12h	Coop01h	Coop12h
0	1	-5	0.99	13.72	8.34	0	20	0	17.12	0	0
0	1	-5	1	14.16	8.68	0	20	0	17.44	0	0
0	1	-10	0	0	0	0	0	0	0	0	0
0	1	-10	0.01	0	0	0	0	0	0	0	0
0	1	-10	0.02	0	0	0	0	0	0	0	0
0	1	-10	0.03	0	0	0	0.02	0	0	0	0
0	1	-10	0.04	0	0	0	0.04	0	0	0	0
0	1	-10	0.05	0	0	0	0.08	0	0.02	0	0
0	1	-10	0.06	0	0	0	0.12	0	0.04	0	0
0	1	-10	0.07	0	0	0	0.18	0	0.06	0	0
0	1	-10	0.08	0	0	0	0.24	0	0.08	0	0
0	1	-10	0.09	0	0	0	0.3	0	0.1	0	0
0	1	-10	0.1	0	0	0	0.36	0	0.12	0	0
0	1	-10	0.11	0.02	0	0	0.44	0	0.14	0	0
0	1	-10	0.12	0.02	0	0	0.52	0	0.18	0	0
0	1	-10	0.13	0.02	0	0	0.62	0	0.2	0	0
0	1	-10	0.14	0.04	0	0	0.72	0	0.24	0	0
0	1	-10	0.15	0.06	0	0	0.84	0	0.28	0	0
0	1	-10	0.16	0.06	0	0	0.96	0	0.34	0	0
0	1	-10	0.17	0.08	0	0	1.08	0	0.38	0	0
0	1	-10	0.18	0.1	0	0	1.22	0	0.42	0	0
0	1	-10	0.19	0.1	0	0	1.32	0	0.46	0	0
0	1	-10	0.2	0.12	0	0	1.48	0	0.52	0	0
0	1	-10	0.21	0.14	0	0	1.64	0	0.58	0	0
0	1	-10	0.22	0.18	0	0	1.8	0	0.64	0	0
0	1	-10	0.23	0.2	0	0	1.96	0	0.7	0	0
0	1	-10	0.24	0.22	0	0	2.12	0	0.76	0	0
0	1	-10	0.25	0.24	0.02	0	2.3	0	0.82	0	0
0	1	-10	0.26	0.28	0.02	0	2.5	0	0.9	0	0
0	1	-10	0.27	0.32	0.02	0	2.7	0	0.96	0	0
0	1	-10	0.28	0.34	0.02	0	2.88	0	1.04	0	0
0	1	-10	0.29	0.38	0.02	0	3.1	0	1.12	0	0
0	1	-10	0.3	0.42	0.04	0	3.32	0	1.2	0	0
0	1	-10	0.31	0.46	0.04	0	3.52	0	1.28	0	0
0	1	-10	0.32	0.52	0.04	0	3.78	0	1.38	0	0
0	1	-10	0.33	0.56	0.06	0	4	0	1.46	0	0
0	1	-10	0.34	0.6	0.06	0	4.26	0	1.56	0	0
0	1	-10	0.35	0.66	0.08	0	4.52	0	1.66	0	0
0	1	-10	0.36	0.72	0.08	0	4.76	0	1.76	0	0
0	1	-10	0.37	0.78	0.1	0	5.02	0	1.86	0	0
0	1	-10	0.38	0.84	0.1	0	5.32	0	1.98	0	0
0	1	-10	0.39	0.9	0.12	0	5.6	0	2.08	0	0
0	1	-10	0.4	0.96	0.14	0	5.86	0	2.2	0	0
0	1	-10	0.41	1.04	0.14	0	6.18	0	2.32	0	0
0	1	-10	0.42	1.12	0.16	0	6.48	0	2.46	0	0
0	1	-10	0.43	1.18	0.18	0	6.78	0	2.58	0	0
0	1	-10	0.44	1.26	0.2	0	7.12	0	2.72	0	0
0	1	-10	0.45	1.34	0.22	0	7.44	0	2.84	0	0
0	1	-10	0.46	1.44	0.24	0	7.76	0	2.98	0	0
0	1	-10	0.47	1.54	0.26	0	8.12	0	3.14	0	0
0	1	-10	0.48	1.62	0.3	0	8.48	0	3.28	0	0
0	1	-10	0.49	1.72	0.32	0	8.82	0	3.44	0	0
0	1	-10	0.5	1.82	0.36	0	9.18	0	3.6	0	0
0	1	-10	0.51	1.94	0.38	0	9.58	0	3.76	0	0
0	1	-10	0.52	2.04	0.42	0	9.94	0	3.92	0	0
0	1	-10	0.53	2.16	0.46	0	10.34	0	4.1	0	0
0	1	-10	0.54	2.28	0.5	0	10.72	0	4.28	0	0
0	1	-10	0.55	2.4	0.54	0	11.12	0	4.48	0	0
0	1	-10	0.56	2.54	0.58	0	11.54	0	4.66	0	0
0	1	-10	0.57	2.66	0.62	0	11.94	0	4.86	0	0
0	1	-10	0.58	2.8	0.68	0	12.34	0	5.06	0	0
0	1	-10	0.59	2.94	0.74	0	12.76	0	5.28	0	0
0	1	-10	0.6	3.1	0.8	0	13.2	0	5.48	0	0
0	1	-10	0.61	3.26	0.86	0	13.66	0	5.7	0	0
0	1	-10	0.62	3.4	0.92	0	14.08	0	5.92	0	0
0	1	-10	0.63	3.58	0.98	0	14.54	0	6.16	0	0
0	1	-10	0.64	3.74	1.06	0	15	0	6.38	0	0
0	1	-10	0.65	3.92	1.14	0	15.46	0	6.64	0	0
0	1	-10	0.66	4.1	1.22	0	15.94	0	6.88	0	0
0	1	-10	0.67	4.28	1.3	0	16.42	0	7.14	0	0
0	1	-10	0.68	4.48	1.4	0	16.9	0	7.4	0	0
0	1	-10	0.69	4.68	1.5	0	17.36	0	7.66	0	0
0	1	-10	0.7	4.88	1.6	0	17.86	0	7.92	0	0
0	1	-10	0.71	5.1	1.72	0	18.36	0	8.2	0	0
0	1	-10	0.72	5.32	1.82	0	18.9	0	8.48	0	0
0	1	-10	0.73	5.54	1.96	0	19.44	0	8.76	0	0
0	1	-10	0.74	5.76	2.08	0	19.94	0	9.04	0	0
0	1	-10	0.75	6	2.22	0	20	0	9.34	0	0
0	1	-10	0.76	6.24	2.36	0	20	0	9.64	0	0
0	1	-10	0.77	6.5	2.52	0	20	0	9.94	0	0
0	1	-10	0.78	6.74	2.68	0	20	0	10.24	0	0
0	1	-10	0.79	7	2.86	0	20	0	10.54	0	0
0	1	-10	0.8	7.26	3.04	0	20	0	10.86	0	0
0	1	-10	0.81	7.52	3.24	0	20	0	11.18	0	0
0	1	-10	0.82	7.8	3.44	0	20	0	11.5	0	0
0	1	-10	0.83	8.08	3.64	0	20	0	11.82	0	0
0	1	-10	0.84	8.38	3.88	0	20	0	12.14	0	0
0	1	-10	0.85	8.66	4.1	0	20	0	12.46	0	0
0	1	-10	0.86	8.96	4.36	0	20	0	12.8	0	0
0	1	-10	0.87	9.26	4.6	0	20	0	13.12	0	0
0	1	-10	0.88	9.56	4.88	0	20	0	13.44	0	0
0	1	-10	0.89	9.88	5.14	0	20	0	13.78	0	0
0	1	-10	0.9	10.2	5.42	0	20	0	14.12	0	0
0	1	-10	0.91	10.52	5.72	0	20	0	14.44	0	0
0	1	-10	0.92	10.84	6.02	0	20	0	14.78	0	0
0	1	-10	0.93	11.16	6.32	0	20	0	15.12	0	0
0	1	-10	0.94	11.5	6.64	0	20	0	15.46	0	0
0	1	-10	0.95	11.84	6.96	0	20	0	15.8	0	0
0	1	-10	0.96	12.18	7.28	0	20	0	16.14	0	0
0	1	-10	0.97	12.52	7.62	0	20	0	16.48	0	0
0	1	-10	0.98	12.88	7.96	0	20	0	16.82	0	0
0	1	-10	0.99	13.24	8.28	0	20	0	17.16	0	0
0	1	-10	1	13.58	8.64	0	20	0	17.5	0	0
0	1	-20	0	0	0	0	0	0	0	0	0
0	1	-20	0.01	0	0	0	0	0	0	0	0
0	1	-20	0.02	0	0	0	0	0	0	0	0
0	1	-20	0.03	0	0	0	0	0	0	0	0
0	1	-20	0.04	0	0	0	0.04	0	0	0	0
0	1	-20	0.05	0	0	0	0.06	0	0.02	0	0
0	1	-20	0.06	0	0	0	0.1	0	0.02	0	0
0	1	-20	0.07	0	0	0	0.16	0	0.04	0	0
0	1	-20	0.08	0	0	0	0.22	0	0.08	0	0
0	1	-20	0.09	0	0	0	0.3	0	0.1	0	0
0	1	-20	0.1	0	0	0	0.34	0	0.12	0	0
0	1	-20	0.11	0.02	0	0	0.42	0	0.14	0	0
0	1	-20	0.12	0.02	0	0	0.52	0	0.18	0	0
0	1	-20	0.13	0.02	0	0	0.6	0	0.2	0	0
0	1	-20	0.14	0.04	0	0	0.72	0	0.24	0	0
0	1	-20	0.15	0.04	0	0	0.82	0	0.28	0	0
0	1	-20	0.16	0.06	0	0	0.94	0	0.32	0	0
0	1	-20	0.17	0.08	0	0	1.08	0	0.38	0	0
0	1	-20	0.18	0.1	0	0	1.2	0	0.42	0	0
0	1	-20	0.19	0.1	0	0	1.32	0	0.46	0	0
0	1	-20	0.2	0.12	0	0	1.46	0	0.52	0	0
0	1	-20	0.21	0.14	0	0	1.62	0	0.58	0	0
0	1	-20	0.22	0.16	0	0	1.78	0	0.62	0	0
0	1	-20	0.23	0.2	0	0	1.96	0	0.7	0	0
0	1	-20	0.24	0.22	0	0	2.1	0	0.74	0	0
0	1	-20	0.25	0.24	0.02	0	2.3	0	0.82	0	0
0	1	-20	0.26	0.28	0.02	0	2.48	0	0.88	0	0
0	1	-20	0.27	0.32	0.02	0	2.68	0	0.96	0	0
0	1	-20	0.28	0.34	0.02	0	2.88	0	1.04	0	0
0	1	-20	0.29	0.38	0.02	0	3.08	0	1.12	0	0
0	1	-20	0.3	0.42	0.04	0	3.3	0	1.2	0	0
0	1	-20	0.31	0.46	0.04	0	3.52	0	1.28	0	0
0	1	-20	0.32	0.5	0.04	0	3.74	0	1.36	0	0
0	1	-20	0.33	0.56	0.06	0	3.98	0	1.46	0	0
0	1	-20	0.34	0.6	0.06	0	4.24	0	1.56	0	0
0	1	-20	0.35	0.66	0.08	0	4.5	0	1.66	0	0
0	1	-20	0.36	0.72	0.08	0	4.74	0	1.76	0	0
0	1	-20	0.37	0.78	0.1	0	5	0	1.86	0	0
0	1	-20	0.38	0.84	0.1	0	5.3	0	1.98	0	0
0	1	-20	0.39	0.9	0.12	0	5.56	0	2.08	0	0
0	1	-20	0.4	0.96	0.14	0	5.86	0	2.2	0	0
0	1	-20	0.41	1.04	0.14	0	6.16	0	2.32	0	0
0	1	-20	0.42	1.1	0.16	0	6.46	0	2.44	0	0
0	1	-20	0.43	1.18	0.18	0	6.78	0	2.56	0	0
0	1	-20	0.44	1.26	0.2	0	7.08	0	2.7	0	0
0	1	-20	0.45	1.34	0.22	0	7.44	0	2.84	0	0
0	1	-20	0.46	1.44	0.24	0	7.74	0	2.98	0	0
0	1	-20	0.47	1.52	0.26	0	8.12	0	3.12	0	0
0	1	-20	0.48	1.62	0.3	0	8.44	0	3.28	0	0
0	1	-20	0.49	1.72	0.32	0	8.8	0	3.42	0	0
0	1	-20	0.5	1.82	0.36	0	9.18	0	3.6	0	0
0	1	-20	0.51	1.94	0.38	0	9.56	0	3.76	0	0
0	1	-20	0.52	2.04	0.42	0	9.94	0	3.92	0	0
0	1	-20	0.53	2.16	0.46	0	10.3	0	4.1	0	0
0	1	-20	0.54	2.28	0.5	0	10.7	0	4.28	0	0
0	1	-20	0.55	2.4	0.54	0	11.08	0	4.46	0	0
0	1	-20	0.56	2.54	0.58	0	11.52	0	4.66	0	0
0	1	-20	0.57	2.66	0.62	0	11.94	0	4.86	0	0
0	1	-20	0.58	2.8	0.68	0	12.34	0	5.04	0	0
0	1	-20	0.59	2.94	0.74	0	12.76	0	5.26	0	0
0	1	-20	0.6	3.1	0.8	0	13.2	0	5.48	0	0
0	1	-20	0.61	3.26	0.86	0	13.62	0	5.7	0	0
0	1	-20	0.62	3.4	0.92	0	14.06	0	5.92	0	0
0	1	-20	0.63	3.58	0.98	0	14.54	0	6.14	0	0
0	1	-20	0.64	3.74	1.06	0	14.98	0	6.38	0	0
0	1	-20	0.65	3.92	1.14	0	15.44	0	6.64	0	0
0	1	-20	0.66	4.1	1.22	0	15.9	0	6.88	0	0
0	1	-20	0.67	4.28	1.3	0	16.38	0	7.12	0	0
0	1	-20	0.68	4.48	1.4	0	16.88	0	7.38	0	0
0	1	-20	0.69	4.68	1.5	0	17.36	0	7.66	0	0
0	1	-20	0.7	4.88	1.6	0	17.86	0	7.92	0	0
0	1	-20	0.71	5.1	1.72	0	18.36	0	8.2	0	0
0	1	-20	0.72	5.32	1.82	0	18.88	0	8.48	0	0
0	1	-20	0.73	5.54	1.96	0	19.38	0	8.76	0	0
0	1	-20	0.74	5.76	2.08	0	19.88	0	9.04	0	0
0	1	-20	0.75	6	2.22	0	20	0	9.34	0	0
0	1	-20	0.76	6.24	2.36	0	20	0	9.64	0	0
0	1	-20	0.77	6.48	2.52	0	20	0	9.94	0	0
0	1	-20	0.78	6.74	2.68	0	20	0	10.24	0	0
0	1	-20	0.79	7	2.86	0	20	0	10.54	0	0
0	1	-20	0.8	7.26	3.04	0	20	0	10.86	0	0
0	1	-20	0.81	7.52	3.24	0	20	0	11.18	0	0
0	1	-20	0.82	7.8	3.44	0	20	0	11.5	0	0
0	1	-20	0.83	8.08	3.64	0	20	0	11.82	0	0
0	1	-20	0.84	8.36	3.88	0	20	0	12.14	0	0
0	1	-20	0.85	8.66	4.1	0	20	0	12.46	0	0
0	1	-20	0.86	8.96	4.36	0	20	0	12.78	0	0
0	1	-20	0.87	9.26	4.6	0	20	0	13.1	0	0
0	1	-20	0.88	9.56	4.88	0	20	0	13.44	0	0
0	1	-20	0.89	9.88	5.14	0	20	0	13.78	0	0
0	1	-20	0.9	10.2	5.42	0	20	0	14.12	0	0
0	1	-20	0.91	10.5	5.72	0	20	0	14.44	0	0
0	1	-20	0.92	10.82	6.02	0	20	0	14.78	0	0
0	1	-20	0.93	11.16	6.32	0	20	0	15.12	0	0
0	1	-20	0.94	11.5	6.64	0	20	0	15.46	0	0
0	1	-20	0.95	11.84	6.96	0	20	0	15.8	0	0
0	1	-20	0.96	12.18	7.28	0	20	0	16.14	0	0
0	1	-20	0.97	12.52	7.62	0	20	0	16.5	0	0
0	1	-20	0.98	12.86	7.96	0	20	0	16.82	0	0
0	1	-20	0.99	13.24	8.28	0	20	0	17.16	0	0
0	1	-20	1	13.56	8.64	0	20	0	17.5	0	0
